Name	Gene	Distance
chr21:17902943-17903443	CHODL	[0]
chr21:17905379-17905879	CHODL	[0]
chr21:17911016-17911516	CHODL	[0]
chr21:17924918-17925418	CHODL	[0]
chr21:17932046-17932546	CHODL	[0]
chr21:17985787-17986287	CHODL	[0]
chr21:17990153-17990653	CHODL	[0]
chr21:17997936-17998436	CHODL	[0]
chr21:18000572-18001072	CHODL	[0]
chr21:18016465-18016965	CHODL	[0]
chr21:18027084-18027584	CHODL	[0]
chr21:18029349-18029849	CHODL	[0]
chr21:18035017-18035517	CHODL	[0]
chr21:18040944-18041444	CHODL	[0]
chr21:18043022-18043522	CHODL	[0]
chr21:18052175-18052675	CHODL	[0]
chr21:18083862-18084362	CHODL	[0]
chr21:18095681-18096181	CHODL	[0]
chr21:18112636-18113136	CHODL	[0]
chr21:18129274-18129774	CHODL	[0]
chr21:18145858-18146358	CHODL	[0]
chr21:18147124-18147624	CHODL	[0]
chr21:18165989-18166489	CHODL	[0]
chr21:18187195-18187695	CHODL	[0]
chr21:18219326-18219826	CHODL	[0]
chr21:18237532-18238032	CHODL	[0]
chr21:18281135-18281635	CHODL	[-11154]
chr21:18289685-18290185	CHODL	[-19704]
chr21:18295318-18295818	CHODL	[-25337]
chr21:18307474-18307974	CHODL	[-37493]
chr21:18324639-18325139	CHODL	[-54658]
chr21:18354922-18355422	CHODL	[-84941]
chr21:18358509-18359009	CHODL	[-88528]
chr21:18361094-18361594	CHODL	[-91113]
chr21:18364400-18364900	CHODL	[-94419]
chr21:18378203-18378703	CHODL	[-108222]
chr21:18380538-18381038	CHODL	[-110557]
chr21:18385182-18385682	CHODL	[-115201]
chr21:18387947-18388447	CHODL	[-117966]
chr21:18395240-18395740	CHODL	[-125259]
chr21:18404868-18405368	CHODL	[-134887]
chr21:45950478-45950978	COL6A2	[145994]
chr21:45956634-45957134	COL6A2	[139838]
chr21:45966473-45966973	COL6A2	[129999]
chr21:45968323-45968823	COL6A2	[128149]
chr21:45970620-45971120	COL6A2	[125852]
chr21:45972009-45972509	COL6A2	[124463]
chr21:45973075-45973575	COL6A2	[123397]
chr21:45973589-45974089	COL6A2	[122883]
chr21:45974261-45974761	COL6A2	[122211]
chr21:45975202-45975702	COL6A2	[121270]
chr21:45976940-45977440	COL6A2	[119532]
chr21:45978277-45978777	COL6A2	[118195]
chr21:45981087-45981587	COL6A2	[115385]
chr21:45981647-45982147	COL6A2	[114825]
chr21:45982615-45983115	COL6A2	[113857]
chr21:45983695-45984195	COL6A2	[112777]
chr21:45985380-45985880	COL6A2	[111092]
chr21:45989666-45990166	COL6A2	[106806]
chr21:46001539-46002039	COL6A2	[94933]
chr21:46005562-46006062	COL6A2	[90910]
chr21:46017153-46017653	COL6A2	[79319]
chr21:46026920-46027420	COL6A2	[69552]
chr21:46030963-46031463	COL6A2	[65509]
chr21:46052611-46053111	COL6A2	[43861]
chr21:46053284-46053784	COL6A2	[43188]
chr21:46054615-46055115	COL6A2	[41857]
chr21:46057173-46057673	COL6A2	[39299]
chr21:46061319-46061819	COL6A2	[35153]
chr21:46065565-46066065	COL6A2	[30907]
chr21:46071568-46072068	COL6A2	[24904]
chr21:46073411-46073911	COL6A2	[23061]
chr21:46078257-46078757	COL6A2	[18215]
chr21:46081400-46081900	COL6A2	[15072]
chr21:46088305-46088805	COL6A2	[8167]
chr21:46093188-46093688	COL6A2	[3284]
chr21:46096621-46097121	COL6A2	[0]
chr21:46097341-46097841	COL6A2	[0]
chr21:46097922-46098422	COL6A2	[0]
chr21:46113467-46113967	COL6A2	[0]
chr21:46114560-46115060	COL6A2	[0]
chr21:46116870-46117370	COL6A2	[0]
chr21:46121241-46121741	COL6A2	[0]
chr21:46124941-46125441	COL6A2	[0]
chr21:46126705-46127205	COL6A2	[0]
chr21:46134869-46135369	COL6A2	[-2268]
chr21:46142467-46142967	COL6A2	[-9866]
chr21:46143511-46144011	COL6A2	[-10910]
chr21:46144945-46145445	COL6A2	[-12344]
chr21:46147346-46147846	COL6A2	[-14745]
chr21:46152604-46153104	COL6A2	[-20003]
chr21:46153154-46153654	COL6A2	[-20553]
chr21:46156004-46156504	COL6A2	[-23403]
chr21:46168129-46168629	COL6A2	[-35528]
chr21:46170575-46171075	COL6A2	[-37974]
chr21:46171969-46172469	COL6A2	[-39368]
chr21:46180479-46180979	COL6A2	[-47878]
chr21:46181923-46182423	COL6A2	[-49322]
chr21:46183084-46183584	COL6A2	[-50483]
chr21:46184106-46184606	COL6A2	[-51505]
chr21:46184663-46185163	COL6A2	[-52062]
chr21:46186121-46186621	COL6A2	[-53520]
chr21:46188421-46188921	COL6A2	[-55820]
chr21:46189140-46189640	COL6A2	[-56539]
chr21:46189963-46190463	COL6A2	[-57362]
chr21:46193779-46194279	COL6A2	[-61178]
chr21:46196183-46196683	COL6A2	[-63582]
chr21:46197950-46198450	COL6A2	[-65349]
chr21:46202697-46203197	COL6A2	[-70096]
chr21:46205783-46206283	COL6A2	[-73182]
chr21:46207772-46208272	COL6A2	[-75171]
chr21:46212961-46213461	COL6A2	[-80360]
chr21:46215770-46216270	COL6A2	[-83169]
chr21:46217547-46218047	COL6A2	[-84946]
chr21:46219086-46219586	COL6A2	[-86485]
chr21:46220375-46220875	COL6A2	[-87774]
chr21:46225080-46225580	COL6A2	[-92479]
chr21:46226003-46226503	COL6A2	[-93402]
chr21:46227051-46227551	COL6A2	[-94450]
chr21:46227891-46228391	COL6A2	[-95290]
chr21:46228697-46229197	COL6A2	[-96096]
chr21:46230231-46230731	COL6A2	[-97630]
chr21:46237365-46237865	COL6A2	[-104764]
chr21:46238911-46239411	COL6A2	[-106310]
chr21:46240774-46241274	COL6A2	[-108173]
chr21:46242204-46242704	COL6A2	[-109603]
chr21:46245193-46245693	COL6A2	[-112592]
chr21:46250246-46250746	COL6A2	[-117645]
chr21:46253672-46254172	COL6A2	[-121071]
chr21:46255069-46255569	COL6A2	[-122468]
chr21:46265025-46265525	COL6A2	[-132424]
chr21:46265713-46266213	COL6A2	[-133112]
chr21:46268215-46268715	COL6A2	[-135614]
chr21:46269116-46269616	COL6A2	[-136515]
chr21:46277210-46277710	COL6A2	[-144609]
chr21:46278831-46279331	COL6A2	[-146230]
chr21:38658528-38659028	ETS2	[146337]
chr21:38660294-38660794	ETS2	[144571]
chr21:38661012-38661512	ETS2	[143853]
chr21:38664701-38665201	ETS2	[140164]
chr21:38667466-38667966	ETS2	[137399]
chr21:38671324-38671824	ETS2	[133541]
chr21:38676431-38676931	ETS2	[128434]
chr21:38679575-38680075	ETS2	[125290]
chr21:38682973-38683473	ETS2	[121892]
chr21:38686845-38687345	ETS2	[118020]
chr21:38690347-38690847	ETS2	[114518]
chr21:38692513-38693013	ETS2	[112352]
chr21:38707325-38707825	ETS2	[97540]
chr21:38709076-38709576	ETS2	[95789]
chr21:38711335-38711835	ETS2	[93530]
chr21:38714964-38715464	ETS2	[89901]
chr21:38715775-38716275	ETS2	[89090]
chr21:38718461-38718961	ETS2	[86404]
chr21:38724988-38725488	ETS2	[79877]
chr21:38733896-38734396	ETS2	[70969]
chr21:38734557-38735057	ETS2	[70308]
chr21:38740774-38741274	ETS2	[64091]
chr21:38741578-38742078	ETS2	[63287]
chr21:38751589-38752089	ETS2	[53276]
chr21:38753670-38754170	ETS2	[51195]
chr21:38755750-38756250	ETS2	[49115]
chr21:38761098-38761598	ETS2	[43767]
chr21:38764992-38765492	ETS2	[39873]
chr21:38767060-38767560	ETS2	[37805]
chr21:38768460-38768960	ETS2	[36405]
chr21:38772130-38772630	ETS2	[32735]
chr21:38772677-38773177	ETS2	[32188]
chr21:38777097-38777597	ETS2	[27768]
chr21:38780871-38781371	ETS2	[23994]
chr21:38789357-38789857	ETS2	[15508]
chr21:38795074-38795574	ETS2	[9791]
chr21:38797351-38797851	ETS2	[7514]
chr21:38804758-38805258	ETS2	[107]
chr21:38805523-38806023	ETS2	[0]
chr21:38806188-38806688	ETS2	[0]
chr21:38807900-38808400	ETS2	[0]
chr21:38808573-38809073	ETS2	[0]
chr21:38809129-38809629	ETS2	[0]
chr21:38810525-38811025	ETS2	[0]
chr21:38811218-38811718	ETS2	[0]
chr21:38814766-38815266	ETS2	[0]
chr21:38817662-38818162	ETS2	[0]
chr21:38818644-38819144	ETS2	[0]
chr21:38820839-38821339	ETS2	[0]
chr21:38821867-38822367	ETS2	[0]
chr21:38823009-38823509	ETS2	[0]
chr21:38825904-38826404	ETS2	[-1198]
chr21:38827604-38828104	ETS2	[-2898]
chr21:38830716-38831216	ETS2	[-6010]
chr21:38831473-38831973	ETS2	[-6767]
chr21:38833077-38833577	ETS2	[-8371]
chr21:38836733-38837233	ETS2	[-12027]
chr21:38837800-38838300	ETS2	[-13094]
chr21:38839808-38840308	ETS2	[-15102]
chr21:38840691-38841191	ETS2	[-15985]
chr21:38845426-38845926	ETS2	[-20720]
chr21:38847241-38847741	ETS2	[-22535]
chr21:38853292-38853792	ETS2	[-28586]
chr21:38862322-38862822	ETS2	[-37616]
chr21:38864987-38865487	ETS2	[-40281]
chr21:38866417-38866917	ETS2	[-41711]
chr21:38869164-38869664	ETS2	[-44458]
chr21:38874617-38875117	ETS2	[-49911]
chr21:38878352-38878852	ETS2	[-53646]
chr21:38883698-38884198	ETS2	[-58992]
chr21:38887214-38887714	ETS2	[-62508]
chr21:38898312-38898812	ETS2	[-73606]
chr21:38901740-38902240	ETS2	[-77034]
chr21:38903683-38904183	ETS2	[-78977]
chr21:38906839-38907339	ETS2	[-82133]
chr21:38913094-38913594	ETS2	[-88388]
chr21:38918517-38919017	ETS2	[-93811]
chr21:38919585-38920085	ETS2	[-94879]
chr21:38925321-38925821	ETS2	[-100615]
chr21:38925934-38926434	ETS2	[-101228]
chr21:38930797-38931297	ETS2	[-106091]
chr21:38931726-38932226	ETS2	[-107020]
chr21:38933296-38933796	ETS2	[-108590]
chr21:38937096-38937596	ETS2	[-112390]
chr21:38937761-38938261	ETS2	[-113055]
chr21:38938326-38938826	ETS2	[-113620]
chr21:38945327-38945827	ETS2	[-120621]
chr21:38946999-38947499	ETS2	[-122293]
chr21:38948990-38949490	ETS2	[-124284]
chr21:38951374-38951874	ETS2	[-126668]
chr21:38952578-38953078	ETS2	[-127872]
chr21:38957048-38957548	ETS2	[-132342]
chr21:38959144-38959644	ETS2	[-134438]
chr21:38962065-38962565	ETS2	[-137359]
chr21:38966767-38967267	ETS2	[-142061]
chr21:38967418-38967918	ETS2	[-142712]
chr21:38970264-38970764	ETS2	[-145558]
chr21:38973432-38973932	ETS2	[-148726]
chr21:38974636-38975136	ETS2	[-149930]
chr21:32264208-32264708	EVA1C	[147234]
chr21:32266995-32267495	EVA1C	[144447]
chr21:32272089-32272589	EVA1C	[139353]
chr21:32276562-32277062	EVA1C	[134880]
chr21:32278864-32279364	EVA1C	[132578]
chr21:32283002-32283502	EVA1C	[128440]
chr21:32283666-32284166	EVA1C	[127776]
chr21:32285582-32286082	EVA1C	[125860]
chr21:32287427-32287927	EVA1C	[124015]
chr21:32295949-32296449	EVA1C	[115493]
chr21:32298550-32299050	EVA1C	[112892]
chr21:32299948-32300448	EVA1C	[111494]
chr21:32303312-32303812	EVA1C	[108130]
chr21:32304414-32304914	EVA1C	[107028]
chr21:32306650-32307150	EVA1C	[104792]
chr21:32312866-32313366	EVA1C	[98576]
chr21:32315855-32316355	EVA1C	[95587]
chr21:32318760-32319260	EVA1C	[92682]
chr21:32321247-32321747	EVA1C	[90195]
chr21:32322101-32322601	EVA1C	[89341]
chr21:32334487-32334987	EVA1C	[76955]
chr21:32339337-32339837	EVA1C	[72105]
chr21:32348218-32348718	EVA1C	[63224]
chr21:32349032-32349532	EVA1C	[62410]
chr21:32354072-32354572	EVA1C	[57370]
chr21:32356192-32356692	EVA1C	[55250]
chr21:32361785-32362285	EVA1C	[49657]
chr21:32370987-32371487	EVA1C	[40455]
chr21:32371752-32372252	EVA1C	[39690]
chr21:32376651-32377151	EVA1C	[34791]
chr21:32383860-32384360	EVA1C	[27582]
chr21:32386506-32387006	EVA1C	[24936]
chr21:32387472-32387972	EVA1C	[23970]
chr21:32389396-32389896	EVA1C	[22046]
chr21:32392097-32392597	EVA1C	[19345]
chr21:32392815-32393315	EVA1C	[18627]
chr21:32395646-32396146	EVA1C	[15796]
chr21:32397249-32397749	EVA1C	[14193]
chr21:32403111-32403611	EVA1C	[8331]
chr21:32407836-32408336	EVA1C	[3606]
chr21:32411455-32411955	EVA1C	[0]
chr21:32412135-32412635	EVA1C	[0]
chr21:32413457-32413957	EVA1C	[0]
chr21:32413983-32414483	EVA1C	[0]
chr21:32416872-32417372	EVA1C	[0]
chr21:32422690-32423190	EVA1C	[0]
chr21:32431323-32431823	EVA1C	[0]
chr21:32437100-32437600	EVA1C	[0]
chr21:32443033-32443533	EVA1C	[0]
chr21:32458400-32458900	EVA1C	[0]
chr21:32467452-32467952	EVA1C	[0]
chr21:32468771-32469271	EVA1C	[0]
chr21:32470263-32470763	EVA1C	[0]
chr21:32472109-32472609	EVA1C	[0]
chr21:32475908-32476408	EVA1C	[0]
chr21:32481939-32482439	EVA1C	[0]
chr21:32484650-32485150	EVA1C	[0]
chr21:32490106-32490606	EVA1C	[0]
chr21:32493230-32493730	EVA1C	[0]
chr21:32494717-32495217	EVA1C	[0]
chr21:32496653-32497153	EVA1C	[0]
chr21:32502035-32502535	EVA1C	[0]
chr21:32504402-32504902	EVA1C	[0]
chr21:32506618-32507118	EVA1C	[0]
chr21:32514725-32515225	EVA1C	[0]
chr21:32515645-32516145	EVA1C	[0]
chr21:32519729-32520229	EVA1C	[-2821]
chr21:32521902-32522402	EVA1C	[-4994]
chr21:32525974-32526474	EVA1C	[-9066]
chr21:32535115-32535615	EVA1C	[-18207]
chr21:32537456-32537956	EVA1C	[-20548]
chr21:32538350-32538850	EVA1C	[-21442]
chr21:32540482-32540982	EVA1C	[-23574]
chr21:32553374-32553874	EVA1C	[-36466]
chr21:32558024-32558524	EVA1C	[-41116]
chr21:32560949-32561449	EVA1C	[-44041]
chr21:32562366-32562866	EVA1C	[-45458]
chr21:32563548-32564048	EVA1C	[-46640]
chr21:32566259-32566759	EVA1C	[-49351]
chr21:32569613-32570113	EVA1C	[-52705]
chr21:32573025-32573525	EVA1C	[-56117]
chr21:32574355-32574855	EVA1C	[-57447]
chr21:32575670-32576170	EVA1C	[-58762]
chr21:32582829-32583329	EVA1C	[-65921]
chr21:32586346-32586846	EVA1C	[-69438]
chr21:32590581-32591081	EVA1C	[-73673]
chr21:32592571-32593071	EVA1C	[-75663]
chr21:32596882-32597382	EVA1C	[-79974]
chr21:32599443-32599943	EVA1C	[-82535]
chr21:32600949-32601449	EVA1C	[-84041]
chr21:32604330-32604830	EVA1C	[-87422]
chr21:32611573-32612073	EVA1C	[-94665]
chr21:32612380-32612880	EVA1C	[-95472]
chr21:32628167-32628667	EVA1C	[-111259]
chr21:32629753-32630253	EVA1C	[-112845]
chr21:32630752-32631252	EVA1C	[-113844]
chr21:32637054-32637554	EVA1C	[-120146]
chr21:32639246-32639746	EVA1C	[-122338]
chr21:32641863-32642363	EVA1C	[-124955]
chr21:32644435-32644935	EVA1C	[-127527]
chr21:32653338-32653838	EVA1C	[-136430]
chr21:32658413-32658913	EVA1C	[-141505]
chr21:32660652-32661152	EVA1C	[-143744]
chr21:25585269-25585769	GABPA	[149051]
chr21:25591760-25592260	GABPA	[142560]
chr21:25596883-25597383	GABPA	[137437]
chr21:25600098-25600598	GABPA	[134222]
chr21:25606207-25606707	GABPA	[128113]
chr21:25607276-25607776	GABPA	[127044]
chr21:25608189-25608689	GABPA	[126131]
chr21:25615996-25616496	GABPA	[118324]
chr21:25617417-25617917	GABPA	[116903]
chr21:25621112-25621612	GABPA	[113208]
chr21:25633571-25634071	GABPA	[100749]
chr21:25639593-25640093	GABPA	[94727]
chr21:25643110-25643610	GABPA	[91210]
chr21:25645634-25646134	GABPA	[88686]
chr21:25648964-25649464	GABPA	[85356]
chr21:25659646-25660146	GABPA	[74674]
chr21:25661012-25661512	GABPA	[73308]
chr21:25661859-25662359	GABPA	[72461]
chr21:25671333-25671833	GABPA	[62987]
chr21:25677682-25678182	GABPA	[56638]
chr21:25681708-25682208	GABPA	[52612]
chr21:25685640-25686140	GABPA	[48680]
chr21:25688078-25688578	GABPA	[46242]
chr21:25690393-25690893	GABPA	[43927]
chr21:25693510-25694010	GABPA	[40810]
chr21:25702457-25702957	GABPA	[31863]
chr21:25708406-25708906	GABPA	[25914]
chr21:25711299-25711799	GABPA	[23021]
chr21:25717776-25718276	GABPA	[16544]
chr21:25720829-25721329	GABPA	[13491]
chr21:25730283-25730783	GABPA	[4037]
chr21:25734788-25735288	GABPA	[0]
chr21:25740934-25741434	GABPA	[0]
chr21:25743090-25743590	GABPA	[0]
chr21:25749220-25749720	GABPA	[0]
chr21:25750085-25750585	GABPA	[0]
chr21:25756219-25756719	GABPA	[0]
chr21:25761587-25762087	GABPA	[0]
chr21:25762715-25763215	GABPA	[0]
chr21:25769228-25769728	GABPA	[0]
chr21:25772826-25773326	GABPA	[-616]
chr21:25774006-25774506	GABPA	[-1796]
chr21:25790192-25790692	GABPA	[-17982]
chr21:25801459-25801959	GABPA	[-29249]
chr21:25806232-25806732	GABPA	[-34022]
chr21:25821954-25822454	GABPA	[-49744]
chr21:25831023-25831523	GABPA	[-58813]
chr21:25836279-25836779	GABPA	[-64069]
chr21:25838714-25839214	GABPA	[-66504]
chr21:25842478-25842978	GABPA	[-70268]
chr21:25862439-25862939	GABPA	[-90229]
chr21:25864327-25864827	GABPA	[-92117]
chr21:25868685-25869185	GABPA	[-96475]
chr21:25876920-25877420	GABPA	[-104710]
chr21:25881686-25882186	GABPA	[-109476]
chr21:25888484-25888984	GABPA	[-116274]
chr21:25889725-25890225	GABPA	[-117515]
chr21:25895701-25896201	GABPA	[-123491]
chr21:25903567-25904067	GABPA	[-131357]
chr21:25908678-25909178	GABPA	[-136468]
chr21:25913312-25913812	GABPA	[-141102]
chr21:38032357-38032857	KCNJ15	[122942]
chr21:38126616-38127116	KCNJ15	[28683]
chr21:38129250-38129750	KCNJ15	[26049]
chr21:38130074-38130574	KCNJ15	[25225]
chr21:38138718-38139218	KCNJ15	[16581]
chr21:38159176-38159676	KCNJ15	[0]
chr21:38164449-38164949	KCNJ15	[0]
chr21:38170206-38170706	KCNJ15	[0]
chr21:38171723-38172223	KCNJ15	[0]
chr21:38179016-38179516	KCNJ15	[0]
chr21:38181530-38182030	KCNJ15	[0]
chr21:38185280-38185780	KCNJ15	[0]
chr21:38186811-38187311	KCNJ15	[0]
chr21:38205619-38206119	KCNJ15	[0]
chr21:38206358-38206858	KCNJ15	[0]
chr21:38209103-38209603	KCNJ15	[0]
chr21:38210519-38211019	KCNJ15	[0]
chr21:38212964-38213464	KCNJ15	[0]
chr21:38215235-38215735	KCNJ15	[0]
chr21:38218341-38218841	KCNJ15	[0]
chr21:38218989-38219489	KCNJ15	[0]
chr21:38220335-38220835	KCNJ15	[0]
chr21:38221523-38222023	KCNJ15	[0]
chr21:38228490-38228990	KCNJ15	[0]
chr21:38241981-38242481	KCNJ15	[0]
chr21:38244037-38244537	KCNJ15	[0]
chr21:38244825-38245325	KCNJ15	[0]
chr21:38246440-38246940	KCNJ15	[0]
chr21:38250864-38251364	KCNJ15	[0]
chr21:38253075-38253575	KCNJ15	[0]
chr21:38254334-38254834	KCNJ15	[0]
chr21:38255629-38256129	KCNJ15	[0]
chr21:38257584-38258084	KCNJ15	[0]
chr21:38258556-38259056	KCNJ15	[0]
chr21:38262030-38262530	KCNJ15	[0]
chr21:38269649-38270149	KCNJ15	[0]
chr21:38274076-38274576	KCNJ15	[0]
chr21:38275278-38275778	KCNJ15	[0]
chr21:38276843-38277343	KCNJ15	[0]
chr21:38277414-38277914	KCNJ15	[0]
chr21:38279335-38279835	KCNJ15	[0]
chr21:38280424-38280924	KCNJ15	[0]
chr21:38282175-38282675	KCNJ15	[0]
chr21:38282902-38283402	KCNJ15	[0]
chr21:38283662-38284162	KCNJ15	[0]
chr21:38287314-38287814	KCNJ15	[0]
chr21:38289015-38289515	KCNJ15	[0]
chr21:38289666-38290166	KCNJ15	[0]
chr21:38291823-38292323	KCNJ15	[0]
chr21:38292400-38292900	KCNJ15	[0]
chr21:38293156-38293656	KCNJ15	[0]
chr21:38293999-38294499	KCNJ15	[0]
chr21:38296356-38296856	KCNJ15	[0]
chr21:38296891-38297391	KCNJ15	[0]
chr21:38299645-38300145	KCNJ15	[0]
chr21:38300251-38300751	KCNJ15	[0]
chr21:38306286-38306786	KCNJ15	[0]
chr21:38310490-38310990	KCNJ15	[-3383]
chr21:38311472-38311972	KCNJ15	[-4365]
chr21:38313505-38314005	KCNJ15	[-6398]
chr21:38323694-38324194	KCNJ15	[-16587]
chr21:38325091-38325591	KCNJ15	[-17984]
chr21:38326427-38326927	KCNJ15	[-19320]
chr21:38329058-38329558	KCNJ15	[-21951]
chr21:38330908-38331408	KCNJ15	[-23801]
chr21:38341947-38342447	KCNJ15	[-34840]
chr21:38346755-38347255	KCNJ15	[-39648]
chr21:38350823-38351323	KCNJ15	[-43716]
chr21:38351923-38352423	KCNJ15	[-44816]
chr21:38352514-38353014	KCNJ15	[-45407]
chr21:38355923-38356423	KCNJ15	[-48816]
chr21:38362653-38363153	KCNJ15	[-55546]
chr21:38376190-38376690	KCNJ15	[-69083]
chr21:38384617-38385117	KCNJ15	[-77510]
chr21:38386941-38387441	KCNJ15	[-79834]
chr21:38397821-38398321	KCNJ15	[-90714]
chr21:38398460-38398960	KCNJ15	[-91353]
chr21:38401282-38401782	KCNJ15	[-94175]
chr21:38408929-38409429	KCNJ15	[-101822]
chr21:38411400-38411900	KCNJ15	[-104293]
chr21:38424277-38424777	KCNJ15	[-117170]
chr21:38427892-38428392	KCNJ15	[-120785]
chr21:38434096-38434596	KCNJ15	[-126989]
chr21:38436273-38436773	KCNJ15	[-129166]
chr21:38437535-38438035	KCNJ15	[-130428]
chr21:38438472-38438972	KCNJ15	[-131365]
chr21:38439940-38440440	KCNJ15	[-132833]
chr21:38444371-38444871	KCNJ15	[-137264]
chr21:38451423-38451923	KCNJ15	[-144316]
chr21:20853448-20853948	NCAM2	[144711]
chr21:20854116-20854616	NCAM2	[144043]
chr21:20860994-20861494	NCAM2	[137165]
chr21:20869413-20869913	NCAM2	[128746]
chr21:20871024-20871524	NCAM2	[127135]
chr21:20890132-20890632	NCAM2	[108027]
chr21:20898985-20899485	NCAM2	[99174]
chr21:20901225-20901725	NCAM2	[96934]
chr21:20902315-20902815	NCAM2	[95844]
chr21:20930895-20931395	NCAM2	[67264]
chr21:20968457-20968957	NCAM2	[29702]
chr21:20974483-20974983	NCAM2	[23676]
chr21:20978335-20978835	NCAM2	[19824]
chr21:20989664-20990164	NCAM2	[8495]
chr21:20997355-20997855	NCAM2	[804]
chr21:20998023-20998523	NCAM2	[136]
chr21:20999512-21000012	NCAM2	[0]
chr21:21010557-21011057	NCAM2	[0]
chr21:21034012-21034512	NCAM2	[0]
chr21:21051602-21052102	NCAM2	[0]
chr21:21062497-21062997	NCAM2	[0]
chr21:21064278-21064778	NCAM2	[0]
chr21:21065100-21065600	NCAM2	[0]
chr21:21072663-21073163	NCAM2	[0]
chr21:21101870-21102370	NCAM2	[0]
chr21:21127980-21128480	NCAM2	[0]
chr21:21132060-21132560	NCAM2	[0]
chr21:21135979-21136479	NCAM2	[0]
chr21:21138480-21138980	NCAM2	[0]
chr21:21143407-21143907	NCAM2	[0]
chr21:21147574-21148074	NCAM2	[0]
chr21:21162842-21163342	NCAM2	[0]
chr21:21168967-21169467	NCAM2	[0]
chr21:21170693-21171193	NCAM2	[0]
chr21:21175924-21176424	NCAM2	[0]
chr21:21180832-21181332	NCAM2	[0]
chr21:21187526-21188026	NCAM2	[0]
chr21:21188563-21189063	NCAM2	[0]
chr21:21193068-21193568	NCAM2	[0]
chr21:21194804-21195304	NCAM2	[0]
chr21:21198471-21198971	NCAM2	[0]
chr21:21199216-21199716	NCAM2	[0]
chr21:21200175-21200675	NCAM2	[0]
chr21:21200862-21201362	NCAM2	[0]
chr21:21207319-21207819	NCAM2	[0]
chr21:21219465-21219965	NCAM2	[0]
chr21:21230133-21230633	NCAM2	[0]
chr21:21232307-21232807	NCAM2	[0]
chr21:21250432-21250932	NCAM2	[0]
chr21:21251818-21252318	NCAM2	[0]
chr21:21256070-21256570	NCAM2	[0]
chr21:21264009-21264509	NCAM2	[0]
chr21:21272791-21273291	NCAM2	[0]
chr21:21274672-21275172	NCAM2	[0]
chr21:21275595-21276095	NCAM2	[0]
chr21:21276353-21276853	NCAM2	[0]
chr21:21278091-21278591	NCAM2	[0]
chr21:21284567-21285067	NCAM2	[0]
chr21:21302763-21303263	NCAM2	[0]
chr21:21315125-21315625	NCAM2	[0]
chr21:21326681-21327181	NCAM2	[0]
chr21:21329232-21329732	NCAM2	[0]
chr21:21336285-21336785	NCAM2	[0]
chr21:21347624-21348124	NCAM2	[0]
chr21:21353020-21353520	NCAM2	[0]
chr21:21364714-21365214	NCAM2	[0]
chr21:21368557-21369057	NCAM2	[0]
chr21:21382365-21382865	NCAM2	[0]
chr21:21391026-21391526	NCAM2	[0]
chr21:21411861-21412361	NCAM2	[0]
chr21:21429745-21430245	NCAM2	[0]
chr21:21435710-21436210	NCAM2	[0]
chr21:21444207-21444707	NCAM2	[0]
chr21:21445237-21445737	NCAM2	[0]
chr21:21453166-21453666	NCAM2	[0]
chr21:21470099-21470599	NCAM2	[0]
chr21:21472794-21473294	NCAM2	[0]
chr21:21475351-21475851	NCAM2	[0]
chr21:21489089-21489589	NCAM2	[0]
chr21:21494541-21495041	NCAM2	[0]
chr21:21500119-21500619	NCAM2	[0]
chr21:21507260-21507760	NCAM2	[0]
chr21:21510902-21511402	NCAM2	[0]
chr21:21511844-21512344	NCAM2	[0]
chr21:21543140-21543640	NCAM2	[-45]
chr21:21556731-21557231	NCAM2	[-13636]
chr21:21559506-21560006	NCAM2	[-16411]
chr21:21560967-21561467	NCAM2	[-17872]
chr21:21579421-21579921	NCAM2	[-36326]
chr21:21585229-21585729	NCAM2	[-42134]
chr21:21590822-21591322	NCAM2	[-47727]
chr21:21591733-21592233	NCAM2	[-48638]
chr21:21598595-21599095	NCAM2	[-55500]
chr21:21600414-21600914	NCAM2	[-57319]
chr21:21605616-21606116	NCAM2	[-62521]
chr21:21633004-21633504	NCAM2	[-89909]
chr21:21651838-21652338	NCAM2	[-108743]
chr21:21667962-21668462	NCAM2	[-124867]
chr21:21677628-21678128	NCAM2	[-134533]
chr21:21681861-21682361	NCAM2	[-138766]
chr21:21684014-21684514	NCAM2	[-140919]
chr21:21688364-21688864	NCAM2	[-145269]
chr21:32921609-32922109	OLIG1	[148282]
chr21:32925140-32925640	OLIG1	[144751]
chr21:32929452-32929952	OLIG1	[140439]
chr21:32932249-32932749	OLIG1	[137642]
chr21:32934555-32935055	OLIG1	[135336]
chr21:32937071-32937571	OLIG1	[132820]
chr21:32939674-32940174	OLIG1	[130217]
chr21:32940374-32940874	OLIG1	[129517]
chr21:32943196-32943696	OLIG1	[126695]
chr21:32951080-32951580	OLIG1	[118811]
chr21:32959021-32959521	OLIG1	[110870]
chr21:32963687-32964187	OLIG1	[106204]
chr21:32965989-32966489	OLIG1	[103902]
chr21:32967879-32968379	OLIG1	[102012]
chr21:32973135-32973635	OLIG1	[96756]
chr21:32975919-32976419	OLIG1	[93972]
chr21:32983547-32984047	OLIG1	[86344]
chr21:32989306-32989806	OLIG1	[80585]
chr21:32994261-32994761	OLIG1	[75630]
chr21:33004475-33004975	OLIG1	[65416]
chr21:33006401-33006901	OLIG1	[63490]
chr21:33007670-33008170	OLIG1	[62221]
